Id,Pandal Name,Image Link,District,Locality,street,established,description,address,latitude,Maplink,website
49,Akhil Bhaji Mandai Ganeshotshav,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=72,Satara,Malhar Peth,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","MXPR+6CV, Budhwar Peth, Shaniwar Peth, Malhar Peth, Satara, Maharashtra 415002","17.74510198313484, 74.1293877119622","https://www.google.co.in/maps/place/Akhil+Bhaji+Mandai+Ganeshotshav+Mandal,+Satara./@18.0992042,73.3630914,9z/data=!4m9!1m2!2m1!1sAkhil+Bhaji+Mandai+Ganeshotshav!3m5!1s0x3bc239b942b5997d:0x702b014a5acb8ed7!8m2!3d17.6856122!4d73.9910564!15sCh9Ba2hpbCBCaGFqaSBNYW5kYWkgR2FuZXNob3RzaGF2kgEWcmVsaWdpb3VzX29yZ2FuaXphdGlvbuABAA?hl=en",NA
50,Samrat Ganpati Mandal,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=73,Satara,Malhar Peth,,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","MXPR+2J3, Khan Ali, Budhwar Peth, Malhar Peth, Satara, Maharashtra 415002","17.704515939554348, 73.96897204046941","https://www.google.co.in/maps/place/Samrat+Ganpati+Mandal/@17.8228733,73.4993065,10z/data=!4m9!1m2!2m1!1sSamrat+Ganpati+Mandal!3m5!1s0x3bc2392628cf1dd5:0x683df2c9f278e5ce!8m2!3d17.6850008!4d73.9915486!15sChVTYW1yYXQgR2FucGF0aSBNYW5kYWySAQhmZXN0aXZhbOABAA?hl=en",NA
51,Girgaoncha Raja Ganesh Mandal,https://imgmediagumlet.lbb.in/media/2019/09/5d6f4b23d2f78d2b8b66f095_1567574819247.jpg?fm=webp&w=750&h=500&dpr=1,Mumbai,Girgaon,Ambewadi,1928,"Located at Charni Road Railway Station, Girgaon Cha Raja is one of the most popular Ganesh Mandals of Mumbai city. It is famous as Girgaoncha Raja Ganpati that was founded by Ramchandra Tendulkar in 1938. The Ganesh idol of this mandal is eco-friendly and made of Shadu clay. The height of this year’s Ganesh idol is going to be 25 feet.","Address: XR3C+X97, Nikadwari Ln, Kotachi Wadi, Ambewadi, Girgaon, Mumbai, Maharashtra 400004","18.95487474597592, 72.82093609751902","https://www.google.com/maps/search/Address:+XR3C%2BX97,+Nikadwari+Ln,+Kotachi+Wadi,+Ambewadi,+Girgaon,+Mumbai,+Maharashtra+400004/@18.9553371,72.8184203,17z/data=!3m1!4b1",NA
52,Khetwadi cha Ganraj,https://upload.wikimedia.org/wikipedia/commons/5/5b/Khetwadicha_Ganraj.jpg,Mumbai,Khetwadi,12th lane,1959,"This award-winning Khetwadi Ganraj is supposed to be one among the most stunning Ganesh idols of Mumbai. This mandal was formed in 1959. The group came into limelight after 2000 on making the highest Ganesh idol in the history of India, which is 40 feet huge. One of the greatest appeals of the idol of Khetwadi Cha Ganraj is that there is a Ganesh idol in almost every lane of the area. In year 2018, Khetawadi Cha Ganraj Aagman Sohala date was 1st September.","Grant Road Khetwadi Back Road & 12th lane Sarvajanik Ganeshotsav Mandal 17, Cambhay House, Shop, No. 8, 12th Khetwadi Lane, Mumbai, Maharashtra 400004","18.960644474001008, 72.82122168217276","https://www.google.com/maps/place/18%C2%B057'38.3%22N+72%C2%B049'16.4%22E/@18.9606496,72.819033,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x25481aab175ef273!8m2!3d18.9606445!4d72.8212217",https://khetwadi-cha-ganraj.business.site/?utm_source=gmb&utm_medium=referral
53,"Lalbaugcha Raja Sarvajanik Ganeshotsav Mandal, Lalbaug",https://static.toiimg.com/photo/76725315.cms?imgsize=988502,Mumbai,Parel,Lal Baug,1934,"This one is the most popular and maximum visited Ganesh idol in Mumbai. The Ganesh Statue of Lalbaugcha Raja is comprised of a wonderful design that is patent protected. Located in Lalbaug Market of Central Mumbai, the idol garners huge media attention and almost 20 hours of time is taken in getting the glimpse of this. The idol draws an average of 1.5 million viewers daily as people simply believe that this Ganesh idol fulfills their wishes. There is a palatial theme while idol's throne is shaped like a huge owl. The idol's hands, stalk, and crown are decorated with gold. The idol is also decorated with a gold necklace, thread and ring. In year 2019, Lalbaugcha Raja is based on Chandrayan theme.","Putlabai Chawl, Lalbaug, Lal Baug, Parel, Mumbai, Maharashtra 400012","18.991023214040226, 72.83650285593046","https://www.google.com/maps/place/18%C2%B059'27.7%22N+72%C2%B050'11.4%22E/@18.9910283,72.8343142,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xa4d2ecd910a236d0!8m2!3d18.9910232!4d72.8365029",https://lalbaugcharaja.com/en/
54,Mumbai Cha Raja,"https://static.langimg.com/thumb/msid-76525559,imgsize-793503,width-540,height-405,resizemode-75/maharashtra-times.jpg",Mumbai,Parel,Ganesh Naga,1928,"The Mumbaicha Raja of Ganesh Galli (Lane) is situated only few lanes away from the Lalbaugcha Raja and is also very popular. This idol also pulls great crowds every year. This mandal is recognized for its sumptuous new themes every year, which is often the replica of a well-known place in India. This mandal is promoting eco-friendly Ganeshotsav by creating natural idol of Lord Ganesha that doesn’t create any disturbance for environment.","1, Ganesh Nagar Ln, Lal Baug, Parel, Mumbai, Maharashtra 400012","18.994119742463116, 72.83752199937611","https://www.google.com/maps/place/18%C2%B059'38.8%22N+72%C2%B050'15.1%22E/@18.9941248,72.8353333,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xe1d0e2184703aa8b!8m2!3d18.9941197!4d72.837522",http://www.mumbaicharaja.co/
55,Guru Ganesh Seva Mandal,https://files.prokerala.com/news/photos/imgs/1024/the-first-look-of-the-gsb-mandal-s-ganesh-idol-889635.jpg,Mumbai,Sion,Bhookailash Nagar,1951,"Ganesh idols of this group are the richest ones in Mumbai. This group sets their idol at King Circle, near Wadala. The remarkable Ganesh idol is not just beautiful but very expansive as well. It is also known as Gold Ganesh of Mumbai due to being created with more than 60 kg of Gold. It is an eco-friendly Ganesh idol of Mumbai. In this year, the idol features a silver stage and throne. They are also accepting silver and gold donations this year. This Ganesh statue remains only five days of the festival and one should see this as soon as possible.","2VW9+WHH, Bhookailash Nagar Near Sion Fort, Sion East, Sion, Mumbai, Maharashtra 400022","19.047343269953373, 72.86904291286703","https://www.google.com/maps/place/19%C2%B002'50.4%22N+72%C2%B052'08.6%22E/@19.0473484,72.8668542,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5dcd17c16caf5b36!8m2!3d19.0473433!4d72.8690429",NA
56,Andheri cha Raja,https://i0.wp.com/hindupad.com/wp-content/uploads/Andheri-Cha-Raja-2019-4.jpg?fit=813%2C960&ssl=1,Mumbai,Andheri,Azad Nagar,1966,"Andhericha Raja has the same importance for the Mumbai suburbs what the Lalbaugcha Raja has for South Mumbai. The mandal was formed by the workers of three eminent companies in the year 1966. The idol of this mandal is not so huge but enjoys a reputation of fulfilling wishes. Every year, this mandal has different themes for their pandal. The theme of Andheri Cha Raja mandal 2018 will be of Shree Chintamani Temple, Theur. It is one of largest and most famous temples of Ashtavinayak trail.","4RHP+WH8, Azadnagar Sarvajanik Utsav Samiti, Ganesh Maidan, Azad Nagar II, Veera Desai Rd, Andheri West, Mumbai, Maharashtra 400053","19.129809959806064, 72.83645649752182","https://www.google.com/maps/place/19%C2%B007'47.3%22N+72%C2%B050'11.2%22E/@19.1298151,72.8342678,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x93dddf45655f6c2b!8m2!3d19.12981!4d72.8364565",http://www.andhericharaja.com/
57,"Raigad cha Raja, Raigad chowk",https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Mumbai,"Vikhroli, Kanwar Nagar",,1990,It has a lot of flora and fauna designs,"4WCR+34J, Mumbai, Kannamwar Nagar II, Vikhroli, Mumbai, Maharashtra 400083","19.124591709846186, 72.93888390144349","https://www.google.com/maps/place/19%C2%B007'28.5%22N+72%C2%B056'20.0%22E/@19.1245968,72.9366952,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2478957ef8fc4bc7!8m2!3d19.1245917!4d72.9388839",NA
58,Mumbaitil Pahila Ganeshotsav,https://lh5.googleusercontent.com/p/AF1QipPpatRAWW2mbHHie353KfErjahp9aqJj1sBwOtB=w1080-k-no,Mumbai,Girgaon,Mangal Wadi,1893,"Started in 1893, the same year when Bal Gangadhar Tilak first celebrated Ganesh Chaturthi as a public festival, it is city’s first Sarvanajik Ganpati puja. The mandal is noted for its eco-friendly celebrations and small Ganesh idol. ","1, Gokhale Rd, Swami Samarth Nagar, Urankawadi, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004","18.95433667553952, 72.82207338217258","https://www.google.com/maps/place/18%C2%B057'15.6%22N+72%C2%B049'19.5%22E/@18.9543418,72.8198847,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xe8080dc1a34df185!8m2!3d18.9543367!4d72.8220734",NA
59,Fortcha Raja,https://live.staticflickr.com/1873/42908380840_80dbc6797b_b.jpg,Mumbai,Fort,Dwarkadas Ln,1962,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Dwarkadas Ln, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra 400001","18.93756517962776, 72.8360738975188","https://www.google.com/maps/place/Fortcha+Raja/@18.9375297,72.8338852,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7d1dbd7ddf8f3:0xd4f6d86f9090ce8e!8m2!3d18.9374937!4d72.8360764",NA
60,Balvir Fort,https://i0.wp.com/hindupad.com/wp-content/uploads/Balvir-Fort-2018-Ganpati-3-no-watermark.jpg?fit=638%2C960&ssl=1,Mumbai,Fort,Gola Ln,1968,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","WRPP+J4X, Gola Ln, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra 400001","18.936634635338752, 72.83535742635544","https://www.google.com/maps/place/Balvir+Fort+since.1968/@18.9366296,72.833158,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7d1dbe4e535b3:0x87c91e69fe4af0f7!8m2!3d18.9366262!4d72.8353351",NA
61,Chinchpoklicha Chintamani,https://images.picxy.com/cache/2020/9/15/b4dceb3b4273e45676fb769ece018f73.jpg,Mumbai,Chinchpokli,Chinchpokli,1920,"Popularly known as Chinchpokli Cha Chintamani, Chinchpokli Cha Raja features huge idol of Lord Ganesha and its pandal is decorated amazingly. Around 60% of the money collected by the mandal is spent on social services initiatives throughout the year.","Chinchpokli, Mumbai, Maharashtra 400012","18.98813396729039, 72.8334059551929","https://www.google.com/maps/place/Chinchpoklicha+Chintamani/@18.9880985,72.8311958,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7ce5f4f34cba3:0x96a40c1a8d703857!8m2!3d18.9880934!4d72.8333845",http://www.mazachintamani.com/
62,Mumbai Cha Peshwa Pandal,http://4.bp.blogspot.com/-e0lwunNdfQs/Vf_C7l7_jgI/AAAAAAAAHkc/lfzwTZ56zOw/s1600/Bal%2BGopal%2BMitra%2BMandal-%2BVile-parle%2BCha%2BPeshwa-2.JPG,Mumbai,Vile Parle,Navpada,2008,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","Siddhivinayak Housing Society, Shraddhanand Rd, Akash Kiran Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057","19.093613587077833, 72.84503809752131","https://www.google.com/maps/place/Mumbai+Cha+Peshwa+Pandal/@19.0936187,72.8428494,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c9b1fd1b319f:0x731a06acb55b1382!8m2!3d19.0936136!4d72.8450381",https://www.instagram.com/mumbai_cha_peshwa_official/?hl=en
63,Kalachowkicha Mahaganpati,https://live.staticflickr.com/1882/30265971718_87b65cab2f_b.jpg,Mumbai,Kalachowki,Dattaram Lad Marg,1956,"The black and white era of the year 1956, the world of black and white of that time became colorful, spiritual, devotional and fragrant in our Kalachowki section with the installation of Mahaganapati. Many officials and activists who are working in the board today were not even born then, but some of the senior members of the board are still doing the conservation and cultivation of the seed planted in that time. The founding pioneer for the establishment of the board was the late activist Mr. Mr. Raghuram V. Shetty, T.V. Sawant, Shripat Baing, Shridhar Lad, Kai. D. R. Chavan, Chintaman Parab, Janardhan Kerkar, Nana Pawar, Satam Guruji, Pandurang Dalvi, Ramchandra Sheth, Basnak Sheth, Chandroji Chile, Baba Jetpal, Raghunath Dalvi, D. B. Sonawane, Sakharam Mane, Sahdev Narsale, Keshavrao Khandekar, Gajanan Gawde, Vitthal Shelar and Rajaram Akerkar Bhausaheb Angre, office bearers working in the board.","Swapnapurti A-33 , digvijay ghruha sankul, Dattaram Lad Marg, Kalachowki, Mumbai, Maharashtra 400033","18.988054687138476, 72.8369139110596","https://www.google.com/maps/place/Kalachowkicha+Mahaganpati/@18.9880598,72.8347574,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7ce585d572f83:0x391de9aef1d6b09e!8m2!3d18.9880547!4d72.8369461",http://www.mahaganpati.in/
64,Kurla Cha Raja,https://i0.wp.com/hindupad.com/wp-content/uploads/Kurlyacha-Raja-2018-6-no-watermark.jpg?fit=621%2C960&ssl=1,Mumbai,Kurla,Subhash Nagar,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","3V9H+556, New Mill Rd, Subhash Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070","19.067914387092554, 72.87788939757068","https://www.google.com/maps/place/Kurla+Cha+Raja/@19.0679195,72.8757007,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c8937e3bacfd:0xbfbac381685efcd!8m2!3d19.0679144!4d72.8778894",NA
65,Bhushan bhavan ganpati mandal,https://images.hindustantimes.com/rf/image_size_640x362/HT/p2/2017/08/24/Pictures/assignment-name-in-brief_517b69e2-888e-11e7-a194-d8b7abb7611c.jpg,Mumbai,Kurla,Kurla,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","3VGM+573, Halav Pool, Ali Yavar Jung, Premier Colony, Kurla, Mumbai, Maharashtra 400070","19.07535916796627, 72.88315789678998","https://www.google.com/maps/place/Bhushan+bhavan+ganpati+mandal/@19.0753947,72.8809692,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c926f6a41817:0xbb7a415a32094026!8m2!3d19.0753815!4d72.8831587",NA
66,Shri Vighneshwar Mitra Mandal,https://s5-apac-cdn.ganpati.tv/dt/2020/1653404/vigneshwaray-mitra-mandal-ganpati-picture-1653404-7954.jpg,Mumbai,Kurla,,NA,,"2, CST Road, Ambedkar Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070","19.075659995996073, 72.88042151582462","https://www.google.com/maps/place/Shri+Vighneshwar+Mitra+Mandal,+Kurla/@19.0749502,72.8648432,15z/data=!4m9!1m2!2m1!1sShri+Vighneshwar+Mitra+Mandal!3m5!1s0x3be7c9d30d7c550b:0xfda9ff790921ba57!8m2!3d19.0749493!4d72.8787015!15sCh1TaHJpIFZpZ2huZXNod2FyIE1pdHJhIE1hbmRhbJIBFXJlbGlnaW91c19kZXN0aW5hdGlvbuABAA",
67,Siddhivinayak Temple ,https://images.hindustantimes.com/rf/image_size_960x540/HT/p2/2020/01/21/Pictures/plating-devotee-around-delhi-weighing-donated-gold_2f6fc288-3c2a-11ea-bfbd-f812f33ac46f.jpg,Mumbai,Dadar,Prabhadevi,1801,"The Shree Siddhivinayak Ganapati Mandir is a Hindu temple dedicated to Lord Shri Ganesh. It is located in Prabhadevi, Mumbai, Maharashtra, India.[1] It was originally built by Laxman Vithu and Deubai Patil on 19 November 1801. It is one of the richest temples in India.[2]

The temple has a small mandap with the shrine for Siddhi Vinayak (""Ganesha who grants your wish""). The wooden doors to the sanctum are carved with images of the Ashtavinayak (the eight manifestations of Ganesha in Maharashtra). The inner roof of the sanctum is plated with gold, and the central statue is of Ganesha. In the periphery, there is a Hanuman temple as well. The exterior of the temple consists of a dome which is lit up with multiple colors in the evenings and they keep changing every few hours. The statue of Shri Ganesha is located exactly under the dome. The pillars are carved out with the images of ashtvinayak.","SK Bole Marg, Prabhadevi, Mumbai, Maharashtra 400028","19.016794957256867, 72.83026112640655","https://www.google.com/maps/place/19%C2%B001'00.5%22N+72%C2%B049'48.9%22E/@19.0168001,72.8280724,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xc1f38d5d20b19cf5!8m2!3d19.016795!4d72.8302611",siddhivinayak.org
68,Akhil Chandanwadi Ganeshotsav Mandal,https://i0.wp.com/hindupad.com/wp-content/uploads/2014/08/Akhil-Chandanwadi-2014-Ganpati-1-no-watermark.jpg?w=616&h=962&ssl=1,Mumbai,Marine Line,Chandan Wadi Rd,1978,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","7, Chandan Wadi Rd, Kamathi Wada, Sonapur, Marine Lines, Mumbai, Maharashtra 400002","18.946329467831024, 72.82590833989566","https://www.google.com/maps/place/18%C2%B056'46.8%22N+72%C2%B049'33.3%22E/@18.9463346,72.8237196,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x956dbf92c18d9a1f!8m2!3d18.9463295!4d72.8259083",NA
69,Hukmil Lane Cha Raja,https://i0.wp.com/hindupad.com/wp-content/uploads/Hukmil-Lane-Cha-Raja-2019-1.jpg?fit=540%2C960&ssl=1,Mumbai,Parel,Shastri Nagar,2014,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","XRRJ+2HP, Hukmil Ln, Shastri Nagar, Adarsh Nagar, Lower Parel, Mumbai, Maharashtra 400011","18.990075100000002, 72.83136741702107","https://www.google.com/maps/place/18%C2%B059'24.3%22N+72%C2%B049'52.9%22E/@18.9900802,72.8291787,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6a5bfff08fa3c421!8m2!3d18.9900751!4d72.8313674",NA
70,Abhyudayanagar cha raja,https://i0.wp.com/hindupad.com/wp-content/uploads/Abhyuday-Nagar-Cha-Raja-2020.jpg?resize=620%2C775&ssl=1,Mumbai,Parel,Jijamata Nagar,1956,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","XRQV+Q4Q, Jijamata Nagar, Kalachowki, Abhyudaya Nagar, Parel, Mumbai, Maharashtra 400033","18.989486727637892, 72.84288451410731","https://www.google.com/maps/place/18%C2%B059'22.2%22N+72%C2%B050'34.4%22E/@18.9894918,72.8406958,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1aa0aedb64cc97a!8m2!3d18.9894867!4d72.8428845",NA
71,Balganesh Cha Baleshwar,https://i.pinimg.com/originals/06/31/08/06310877f160570652912593ba91f8b1.jpg,Mumbai,Parel,"Lal Baug,",NA,Bal ganeshcha ballaleshwar बाल गणेशचा बल्लाळेश्वर is ganpati mandal wich known for their big and beautiful ganpati Idol sita sadan's Ganpati wich named as Balganeshcha ballaleshvar thid ganpati pandal is also located near world famous ganpati mandal Lalbaugcha Raja Balganeshcha ballaleshwar is also known for their social work in 2018 their ganpati idol was based on education theme must visit mandal of ganpati baba during ganapati fastival in mumbai at lalbaug area,"XRQP+CXW, Lal Baug, Parel, Mumbai, Maharashtra 400033","18.98866551038729, 72.83741583223129","https://www.google.com/maps/place/18%C2%B059'19.2%22N+72%C2%B050'14.7%22E/@18.9886706,72.8352271,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7c4e92edbdf1f6c5!8m2!3d18.9886655!4d72.8374158",NA
72,Vinayak Sadan Sarvajanik Ganeshutsav Mandal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMaDF-r3wgSmatBSJTAxB3CwxTGrGoXFbT0Q&usqp=CAU,Mumbai,Parel,Lower Parel,1984,"For the Purpose of Public Gathering, Lokmanya Tilak Started Public Celebration of Ganesh Chaturthi. On behalf of this ""VINAYAK SADAN"" established their mandal in the year 1984, is name of the popular Ganesh Idol of ""VINAYAK SADAN SARVAJANIK GANESHOTSAV MANDAL"" at its existing place.","2R4J+767, Near Deepak Talkies, Lower Parel, Mumbai, Maharashtra 400013","19.005995824695137, 72.83061855187","https://www.google.com/maps/place/19%C2%B000'21.6%22N+72%C2%B049'50.2%22E/@19.0060009,72.8284299,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xb9757b164369bc45!8m2!3d19.0059958!4d72.8306186",NA
73,"Prabhat Colony Sarvajanik Ganeshotsav Mandal, Gandhi Chowk",https://scontent.fbom36-1.fna.fbcdn.net/v/t1.6435-9/69668084_124243245608436_468475241438380032_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8bfeb9&_nc_ohc=b-9-efCN_b8AX8qLfIz&_nc_ht=scontent.fbom36-1.fna&oh=00_AT_6YSQVJz1mBtoy323edEcKl2LFS2UOZJbCJYxMDoWy2w&oe=632D980E,Mumbai,Parel,Lower Parel,1970,"Prabhat Colony Sarvajanik Ganeshotsav Mandal, Gandhi Chowk is a registered trust established in 1970. The Mandal has completed 50 glorious years by the grace of providence. Since its inception, the Mandal has laid emphasis on Socio-Cultural activities","2R4J+767, Prabhat Colony , Parel, Mumbai, Maharashtra 400013","19.005995824695137, 72.83061855188","https://www.google.com/maps/place/19%C2%B000'21.6%22N+72%C2%B049'50.2%22E/@19.0060009,72.8284299,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xb9757b164369bc45!8m2!3d19.0059958!4d72.8306186",NA
74,Market Cha Raja - Vikhroli Tagore Nagar,https://images.unsplash.com/photo-1599521318879-0fe35e838760?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fGdhbnBhdGl8ZW58MHx8MHx8&auto=format&fit=crop&w=500&q=60,Mumbai,Vikhroli,,1992,It has been the highligh of the market area of tagore nagar in vikhroli,"Ram Hajare Marg, Ramwadi, Tagore Nagar, Vikhroli, Mumbai, Maharashtra 400083","19.120023924223414, 72.93270390523692","https://www.google.com/maps/place/19%C2%B007'12.1%22N+72%C2%B055'57.7%22E/@19.120029,72.9305152,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6d0cd2b9ece4d8ac!8m2!3d19.1200239!4d72.9327039",NA
75,Balshakti Mitra Mandal - Ganpati Mandir,https://1.bp.blogspot.com/-cBoBgr1_UgY/UE1Zmb9XtfI/AAAAAAAACFw/lDORAPDKPlo/s1600/Shiv+Shakti+Bal+Mitra+Mandal+2012+Kolbhatlane+Cha+Raja+mcg.jpg,Mumbai,Bandra,Kherwadi Rd,NA,"The festival celebrates Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Tamil Nadu, Maharashtra, Karnataka, Kerala, Andhra Pradesh and Goa.It is believed that devotees who pray to Ganesha are able to fulfil their wishes and desires. So, the main essence of Ganesh Chaturthi is that devotees who pray to him are set free of sins and it leads them on the path of knowledge and wisdom.","3R6R+QW9, Kherwadi Rd, Khatimwadi, Naupada Village, Bandra East, Mumbai, Maharashtra 400051","19.062624916864507, 72.842131630316","https://www.google.com/maps/place/Balshakti+Mitra+Mandal+-+Ganpati+Mandir/@19.0619124,72.840182,17z/data=!3m1!4b1!4m5!3m4!1s0x3be7c908228f886f:0x8503a9217d7ba731!8m2!3d19.0618993!4d72.8423626",NA
